task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
57	d9/9f9c7e	86785	FASTQC (IGIB1130746708n_Nextseq_Negative_preTrim)	COMPLETED	0	2025-03-28 16:31:15.255	2m 57s	2m 56s	101.4%	415.6 MB	3.9 GB	1.4 GB	3.8 MB
99	31/7a8199	87205	FASTQC (DEN0264_Nextseq_Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.379	3m 4s	3m 4s	100.5%	346.9 MB	3.8 GB	1.3 GB	3.8 MB
9	99/6a492d	86183	FASTQC (DEN0278_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.035	4m 31s	4m 30s	100.5%	349.2 MB	3.9 GB	3.2 GB	4.1 MB
26	4e/f6f65e	87008	FASTQC (DEN0283_Aviti_Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.308	4m 59s	4m 59s	100.5%	387.8 MB	3.9 GB	3.6 GB	4.1 MB
51	31/cfef34	86178	FASTQC (IGIB1130741560n_Nextseq_Negative_preTrim)	COMPLETED	0	2025-03-28 16:31:15.004	5m 8s	5m 7s	100.5%	351.5 MB	3.8 GB	2.5 GB	3.7 MB
2	e5/05741b	86524	FASTQC (DEN0160_Nextseq_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.185	5m 22s	5m 22s	100.9%	435.5 MB	3.6 GB	2.7 GB	3.8 MB
28	bd/17ab9f	86651	FASTQC (DEN0061_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.214	5m 33s	5m 32s	100.3%	354.2 MB	3.9 GB	4.1 GB	4.1 MB
39	3f/c7607c	86295	FASTQC (DEN0242_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.129	5m 41s	5m 40s	100.3%	393.5 MB	3.9 GB	3.9 GB	4.1 MB
79	bd/f2ea8f	86951	FASTQC (DEN0179_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.301	5m 48s	5m 48s	100.3%	361.8 MB	3.8 GB	4.1 GB	4 MB
50	ac/3a8d1b	140169	FASTQC (DEN0189_Aviti_Severe_preTrim)	COMPLETED	0	2025-03-28 16:34:19.611	2m 47s	2m 46s	101.5%	348.3 MB	4 GB	2.1 GB	4.1 MB
4	04/d62af7	86703	FASTQC (DEN0343_Aviti_Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.229	6m 6s	6m 6s	100.0%	378.5 MB	3.9 GB	4.2 GB	4.1 MB
33	b9/a93abc	87131	FASTQC (DEN0088_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.347	6m 18s	6m 17s	100.0%	356.2 MB	3.9 GB	4.2 GB	4.1 MB
90	a9/6cde91	87150	FASTQC (IGIB1130409267n_Nextseq_Negative_preTrim)	COMPLETED	0	2025-03-28 16:31:15.361	6m 53s	6m 53s	100.1%	356.3 MB	3.7 GB	3.4 GB	3.8 MB
52	25/959c01	86263	FASTQC (DEN0026_Aviti_Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.112	7m 2s	7m 2s	100.5%	384.5 MB	3.9 GB	5.4 GB	4.1 MB
11	d5/492343	86222	TRIM (DEN0058_Aviti_Non-Severe)	COMPLETED	0	2025-03-28 16:31:15.097	7m 18s	7m 18s	241.0%	1.6 GB	36.8 GB	2.4 GB	2 GB
45	d1/9d830a	86525	FASTQC (DEN0126_Nextseq_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.193	8m 4s	8m 3s	100.3%	442.3 MB	3.7 GB	3.8 GB	3.8 MB
12	ec/51ac49	170708	FASTQC (DEN0058_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:36:22.556	3m 4s	3m 4s	101.5%	350.5 MB	3.9 GB	2.4 GB	4.1 MB
59	a7/336163	86195	FASTQC (DEN0294_Aviti_Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.062	8m 15s	8m 14s	99.9%	341.2 MB	3.9 GB	5.8 GB	4.1 MB
94	f0/c1a2cb	177816	FASTQC (DEN0043_Nextseq_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:36:47.772	2m 47s	2m 47s	102.4%	368.8 MB	3.9 GB	1.3 GB	3.9 MB
42	6c/f034e7	180355	FASTQC (IGIB1130863008n_Nextseq_Negative_preTrim)	COMPLETED	0	2025-03-28 16:36:55.909	2m 57s	2m 56s	102.1%	374.9 MB	3.9 GB	1.4 GB	3.8 MB
35	39/0023c1	202716	FASTQC (IGIB1130746713n_Nextseq_Negative_preTrim)	COMPLETED	0	2025-03-28 16:38:17.609	2m 31s	2m 30s	102.6%	384.2 MB	3.9 GB	1.2 GB	3.8 MB
101	9a/dcabe8	138449	FASTQC (DEN0270_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:34:12.077	7m 17s	7m 16s	100.3%	385.7 MB	3.9 GB	5.2 GB	4.1 MB
21	e6/e9bd35	218203	FASTQC (IGIB11301147582n_Nextseq_Negative_preTrim)	COMPLETED	0	2025-03-28 16:39:18.946	2m 52s	2m 51s	101.6%	359.2 MB	4 GB	1.3 GB	3.8 MB
91	38/cc5f78	191209	FASTQC (DEN0035_Aviti_Severe_preTrim)	COMPLETED	0	2025-03-28 16:37:33.207	4m 54s	4m 53s	101.2%	369.8 MB	3.8 GB	3.6 GB	4.1 MB
70	39/e0928a	168715	FASTQC (DEN0280_Aviti_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:36:14.359	6m 21s	6m 20s	100.4%	345.7 MB	3.9 GB	4.5 GB	4.1 MB
60	e4/28dc29	86267	FASTQC (DEN0173_Nextseq_Non-Severe_preTrim)	COMPLETED	0	2025-03-28 16:31:15.105	11m 58s	11m 57s	99.9%	395.9 MB	3.8 GB	5.4 GB	3.9 MB
48	a2/e8b91d	86213	TRIM (IGIB1130741560n_Nextseq_Negative)	COMPLETED	0	2025-03-28 16:31:15.085	11m 58s	11m 58s	237.0%	1.3 GB	36.7 GB	2.5 GB	2.1 GB
